feature_map,n_pool,n_qubits,seed,acc,f1,mcc
W2K-Block,1200,20,0,0.8208,0.818616,0.762093
W2K-Block,1200,20,1,0.8375,0.835851,0.784227
W2K-Block,1200,20,2,0.8708,0.870219,0.828364
W2K-Block,1600,20,0,0.8531,0.851952,0.804904
W2K-Block,1600,20,1,0.8344,0.832652,0.780118
W2K-Block,1600,20,2,0.8594,0.858454,0.813254
W2K-Block,2000,20,0,0.8825,0.882294,0.843871
W2K-Block,2000,20,1,0.84,0.838431,0.787541
W2K-Block,2000,20,2,0.8775,0.877134,0.837244
IQP,400,20,0,0.2625,0.10396,0.0
IQP,400,20,1,0.2625,0.10396,0.0
IQP,400,20,2,0.2625,0.10396,0.0
IQP,800,20,0,0.2625,0.10396,0.0
IQP,800,20,1,0.2625,0.10396,0.0
IQP,800,20,2,0.2625,0.10396,0.0
IQP,1200,20,0,0.2625,0.10396,0.0
IQP,1200,20,1,0.2625,0.10396,0.0
IQP,1200,20,2,0.2625,0.10396,0.0
IQP,1600,20,0,0.2625,0.10396,0.0
IQP,1600,20,1,0.2625,0.10396,0.0
IQP,1600,20,2,0.2625,0.10396,0.0
IQP,2000,20,0,0.2625,0.10396,0.0
IQP,2000,20,1,0.2625,0.10396,0.0
IQP,2000,20,2,0.2625,0.10396,0.0
HEE,400,20,0,0.2625,0.186675,0.146982
HEE,400,20,1,0.25,0.172294,0.133388
HEE,400,20,2,0.25,0.172294,0.133388
HEE,800,20,0,0.275,0.201056,0.160576
HEE,800,20,1,0.2599,0.183684,0.144154
HEE,800,20,2,0.2529,0.17563,0.136542
HEE,1200,20,0,0.2875,0.215438,0.174169
HEE,1200,20,1,0.2724,0.198065,0.157748
HEE,1200,20,2,0.2654,0.190012,0.150136
HEE,1600,20,0,0.3,0.229819,0.187763
HEE,1600,20,1,0.2849,0.212446,0.171342
HEE,1600,20,2,0.2779,0.204393,0.163729
HEE,2000,20,0,0.3125,0.2442,0.201357
HEE,2000,20,1,0.2974,0.226827,0.184936
HEE,2000,20,2,0.2904,0.218774,0.177323
ZZ,400,20,0,0.2625,0.1039603960396039,0.0
ZZ,400,20,1,0.2625,0.1039603960396039,0.0
ZZ,400,20,2,0.2625,0.1039603960396039,0.0
ZZ,800,20,0,0.2625,0.1039603960396039,0.0
ZZ,800,20,1,0.2625,0.1039603960396039,0.0
ZZ,800,20,2,0.2625,0.1039603960396039,0.0
ZZ,1200,20,0,0.2625,0.1039603960396039,0.0
ZZ,1200,20,1,0.2666666666666666,0.1052631578947368,0.0
ZZ,1200,20,2,0.2625,0.1039603960396039,0.0
ZZ,1600,20,0,0.265625,0.1049382716049382,0.0
ZZ,1600,20,1,0.265625,0.1049382716049382,0.0
ZZ,1600,20,2,0.265625,0.1049382716049382,0.0
ZZ,2000,20,0,0.265,0.1047430830039525,0.0
ZZ,2000,20,1,0.265,0.1047430830039525,0.0
ZZ,2000,20,2,0.265,0.1047430830039525,0.0
